Project ID,Title,Link,Budget,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,name 2,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Country Name,Region,Economy,LDC,SIDS,LLDC,HDI,Status,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre,Description
1000418,CAP-IT,,15175755.0,Transportation and E-mobility Services,Beneficiaries,a) 10 (2021),3000,"Number of electric vehicles procured for public service delivery, disaggregated by type/service:
 a) cars 
b) vans
c) pick-ups
d) buses
e) utility trucks
f) outboard motors. 
603 vehicles, multiplied by 5 to convert to capacity..",,,Non-VF,,Close the gap on energy access,,,,1000418.0-1,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,1,3000.0,Energy Access,Transportation and E-mobility Services,"Procure 603 electric vehicles for public service delivery, including cars, vans, pick-ups, buses, utility trucks, and outboard motors, in order to increase energy access."
1000418,CAP-IT,,15175755.0,Other,Number of government ministries involved in training and capacity building interventions for low-carbon energy activites.,,4,,,,Non-VF,,Close the gap on energy access,,,,1000418.0-2,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,0,0.0,Other,,Train and build capacity for 4 government ministries in low-carbon energy activities in Samoa.
1000418,CAP-IT,,15175755.0,Other,Number of articles/ communication items per year that specifically refer to low-carbon energy transition.,,4,"Communication may include not only mass media coverage, but also e-bulletins, mailings, and other direct outreach to recipients.",,,Non-VF,,Close the gap on energy access,,,,1000418.0-3,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,0,0.0,Other,,Increase the number of articles/communication items per year that specifically refer to low-carbon energy transition to a target of 4.
1000418,CAP-IT,,15175755.0,Renewable Energy,Number of gender-sensitive planning and policy instruments developed to support Samoa's transition to low-carbon transport disaggregated by NDC sub-sector.,2,4,Means of verification:                                                                         - Transport Sector Plan 2013-2018                                                - Samoa NDC Impementation Roadmap and Investment Plan    - Updated legislation and policy framework                                 - Decarbonization Strategy and Sector Plans (Land/Maritime),,,Non-VF,,Close the gap on energy access,Renewable Energy,,,1000418.0-4,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Develop 4 gender-sensitive planning and policy instruments to support Samoa's transition to low-carbon transport, as part of the CAP-IT project."
1000418,CAP-IT,,15175755.0,Other,Direct Project Beneficiaries,0,200000,"Direct project beneficiaries from enhanced policy and regulatory frameworks, awareness and access to information regarding a low-carbon transition in land/maritime transport sectors, improved e-vehicle charging network, inclusice financing mechanisms etc.",,,Non-VF,,Close the gap on energy access,,,,1000418.0-5,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,1,200000.0,Other,Other Energy Services,"Provide access to 200,000 direct project beneficiaries from enhanced policy and regulatory frameworks, awareness and access to information regarding a low-carbon transition in land/maritime transport sectors, improved e-vehicle charging network, inclusive financing mechanisms, etc."
6037,AREAN,PIMS+,3321563.0,Other,% RE electricity production,0.018,0.73,"Means of verification: 
DoU-MoI
Treasury Department
Project M&E and activity reports
Trade and commerce reports",,,VF,,Close the gap on energy access,,,,6037.0-1,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,0,0.0,Other,,Increase the percentage of renewable electricity production from 0.018 to 0.73 in Samoa.
6037,AREAN,PIMS+,3321563.0,Renewable Energy,"No. of approved and enforced RE and EC&EE policies, and associated guidance and implementing rules and regulations

",0,2,"Means of verification:
Documents on RE and EC&EE policies, regulations and energy standards
Annual reports from DoU-MoI
NPC
Bulk Fuels Project M&E and activity reports",,,VF,,Close the gap on energy access,Renewable Energy,,,6037.0-2,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Enforce 2 renewable energy and energy efficiency policies, along with associated guidance and regulations, to support Niue's energy access, sustainable energy, and green growth targets."
6037,AREAN,PIMS+,3321563.0,Renewable Energy,No. of formulated and approved policies and regulations incorporated in the country's Energy Act,0,2,,,,VF,,Close the gap on energy access,Renewable Energy,,,6037.0-3,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Incorporate 2 formulated and approved policies and regulations into the country's Energy Act to enable the achievement of energy access, sustainable energy, and green growth targets in Samoa."
6037,AREAN,PIMS+,3321563.0,Other,"# of beneficiaries
No. of new jobs created in the application of sustainable energy and LE technologies and techniques in the energy supply and energy  end-use sectors in Niue",0,8,"Means of verification: 
DoU-MoI
Treasury Department
Project M&E and activity reports
Trade and commerce reports",,,VF,,Close the gap on energy access,,,,6037.0-4,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,1,8.0,Other,Other Energy Services,Create 8 new jobs in the application of sustainable energy and LE technologies and techniques in the energy supply and energy end-use sectors in Niue.
6037,AREAN,PIMS+,3321563.0,Efficiency,"Incemental. No. of energy consumers (e.g., households) that will utilise EE appliances and RE-based energy generating and consuming equipment acquired through AREAN initiatives",0,1056,"Means of verification:
Suvervy of energy consumption of consumers (e.g., household energy survey)
Business registrations of local technical and engineering services providers that are working on low carbon technology projects
Project M&E and activity reports",,,VF,,Close the gap on energy access,,,,6037.0-5,WSM,,Samoa,882.0,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,Samoa,RBAP,Lower middle income,,SIDS,,High,Clean Up,0,0.0,Energy Transition,Energy Efficiency Services,Increase the number of energy consumers utilizing energy-efficient appliances and renewable energy-based equipment acquired through AREAN initiatives to 1056.
120029,Sustainable Energy Programme,http://open.undp.org/projects/00120029,15436128.0,Other,Number of professionals & stakeholders trained,0,230,,EU,,Non-VF,,Accelerating just energy transition,,,,120029.0-1,LBN,,Lebanon,422.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Lebanon,RBAS,Lower middle income,,,,High,Clean Up,100,23000.0,Other,Entrepreneurship Training,"Train 230 professionals and stakeholders in renewable energy and energy efficiency initiatives, supporting entrepreneurship in renewables in Lebanon."
120029,Sustainable Energy Programme,http://open.undp.org/projects/00120029,15436128.0,Other,Direct additional employment (person months),0,582,Impact Indicators,EU,,Non-VF,,Accelerating just energy transition,,,,120029.0-2,LBN,,Lebanon,422.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Lebanon,RBAS,Lower middle income,,,,High,Clean Up,100,58200.0,Other,Entrepreneurship Training,Create 582 person-months of direct additional employment through the implementation of renewable energy and energy efficiency initiatives and the establishment of an enabling environment for entrepreneurship in renewables.
6468,Lebanon Sustainable Low-emission Transport Systems,"PIMS+
https://www.thegef.org/projects-operations/projects/10358",3552968.0,Transportation and E-mobility Services,Outcome Indicator 1: # direct project beneficiaries disaggregated by gender (individual people,0,1417000,https://www.thegef.org/projects-operations/projects/10358,GEF,,VF,,Close the gap on energy access,,,,6468.0-1,LBN,,Lebanon,422.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Lebanon,RBAS,Lower middle income,,,,High,Clean Up,1,1417000.0,Energy Access,Transportation and E-mobility Services,Increase deployment of sustainable low-emission transport systems and support services.
143571,BRA/22/007 Desenvolvimento Sul do Piaui,https://open.undp.org/projects/00143571,1733569.0,Clean Cooking,The number of beneficiaries,0,415,"The project will implement sustainable social technologies based on the use of soil, water and biodiversity conservation technologies in degraded areas, in a participatory manner, for families affected by environmental damage, including: construction of zero-base dams (BBZ), implementation of Integration systems Crop-Livestock-Forest (ILPF) and Agroforestry Systems (SAFs), construction of ecological stoves, cisterns for capturing and storing water for human consumption, production and installation of sanitary units (Tevap septic tank, biodigestor tank, round bathroom), oven ecological, sertanejo biodigester, gray water reuse system, among others;",,,Non-VF,,Accelerating just energy transition,,,,143571.0-1,BRA,,Brazil,76.0,Americas,Latin America and the Caribbean,,yes,,GRULAC,Brazil,RBLAC,Upper middle income,,,,High,CO Update,1,415.0,Energy Access,Clean Cooking,"Implement sustainable social technologies including zero-base dams, agroforestry systems, ecological stoves, and water capture systems to benefit 415 families affected by environmental damage in the southern region of Piaui, Brazil."
143571,BRA/22/007 Desenvolvimento Sul do Piaui,https://open.undp.org/projects/00143571,1733569.0,Water Services,Number of project beneficiary families with access to water at home,0,513.05,"Complete execution of the construction of water distribution installations, to be built in the municipality of São Gonçalo do Gurguéia – PI, in the Macaco, Araras, Cipoal, Barra do Brejo, Buritizinho, Burito do Meio and Burito Grande communities. The project will install infrastructure to promote access to water for all families in the communities in the area direct influenced by the solar plant and adjacent communities. The sizing and engineering project will be previously developed and made available by ENEL (donor), after alignments with the government of the municipality of São Gonçalo do Gurguéia and the government of the State of Piaui",,,Non-VF,,Accelerating just energy transition,,,,143571.0-2,BRA,,Brazil,76.0,Americas,Latin America and the Caribbean,,yes,,GRULAC,Brazil,RBLAC,Upper middle income,,,,High,CO Update,1,513.05,Energy Access,Water Services,"Complete execution of the construction of water distribution installations, providing access to water at home for 513.05 beneficiary families in São Gonçalo do Gurguéia – PI, Brazil."
143571,BRA/22/007 Desenvolvimento Sul do Piaui,https://open.undp.org/projects/00143571,1733569.0,Other,Number of students and teachers from São Gonçalo and surrounding municipalities trained in environmental protection practices in degraded areas/use of environmental assets and sustainable energy;,0,200,"This activity/indicator is part of a broader project scope. An environmental training program for public schools will be conducted with two priority focuses: i) conservation of natural resources and control of the environment, especially the local biome, encouraging new habits and sustainable practices; and ii) renewable energies, environment and sustainability.",,,Non-VF,,Accelerating just energy transition,,,,143571.0-3,BRA,,Brazil,76.0,Americas,Latin America and the Caribbean,,yes,,GRULAC,Brazil,RBLAC,Upper middle income,,,,High,CO Update,0,0.0,Other,Capacity Building Training,Train 200 students and teachers from São Gonçalo and surrounding municipalities in environmental protection practices in degraded areas/use of environmental assets and sustainable energy.
6403,Electric Mobility Jamaica,PIMS+,1784862.0,Transportation and E-mobility Services,Number of beneficaries ,0,20000.0,beneficiaries from e-mobility services ,GEF,0.7,VF,,Close the gap on energy access,,,,6403.0-1,JAM,,Jamaica,388.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Jamaica,RBLAC,Upper middle income,,,,High,Clean Up,1,20000.0,Energy Access,Transportation and E-mobility Services,"Provide access to 20,000 beneficiaries from e-mobility services in Jamaica."
6403,Electric Mobility Jamaica,PIMS+,1784862.0,Clean Electricity,Installed RE Capacity MW nameplate,0,0.01,Installed capacity by technology type ,,,VF,,Close the gap on energy access,,,,6403.0-2,JAM,,Jamaica,388.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Jamaica,RBLAC,Upper middle income,,,,High,Clean Up,17500,175.0,Energy Access,Energy (MW added),Install 0.01 MW of renewable energy capacity in Jamaica.
6403,Electric Mobility Jamaica,PIMS+,1784862.0,Other,GHG emissions mitigated tCO2eq/yr direct,0,76.2,,,,VF,,Close the gap on energy access,,,,6403.0-3,JAM,,Jamaica,388.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Jamaica,RBLAC,Upper middle income,,,,High,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,Mitigate 76.2 tCO2eq/yr of direct GHG emissions through the Electric Mobility Jamaica project.
